seq_id,alignment_start,alignment_end,envelope_start,envelope_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,bit_score,E-value,significance,clan
AT2G45140.1,6,111,5,112,PF00635.25,Motile_Sperm,Domain,2,108,109,107.1,3.6e-31,1,CL0556
AT2G24610.1,83,408,81,410,PF00520.30,Ion_trans,Family,4,243,245,105.9,1.8e-30,1,CL0030
AT2G24610.1,504,591,502,596,PF00027.28,cNMP_binding,Domain,6,82,88,34.2,1.8e-08,1,CL0029
AT2G46300.1,121,217,120,226,PF03168.12,LEA_2,Domain,2,95,101,35.5,1e-08,1,CL0159
AT2G25810.1,13,228,11,228,PF00230.19,MIP,Family,3,227,227,220.6,2e-65,1,No_clan
AT2G35090.1,83,152,78,156,PF07798.10,DUF1640,Family,98,171,175,29.2,7.8e-07,1,No_clan
AT2G03600.4,41,339,41,340,PF07168.10,Ureide_permease,Family,1,314,359,435.9,8.4e-131,1,CL0184
AT2G03600.5,41,331,41,332,PF07168.10,Ureide_permease,Family,1,314,359,412.5,1.1e-123,1,CL0184
AT2G03600.2,41,81,41,93,PF07168.10,Ureide_permease,Family,1,44,359,39.8,2.2e-10,1,CL0184
AT2G03600.2,97,278,90,279,PF07168.10,Ureide_permease,Family,37,233,359,287.4,1.2e-85,1,CL0184
AT2G03600.1,41,255,41,256,PF07168.10,Ureide_permease,Family,1,233,359,341.6,3.9e-102,1,CL0184
AT2G03600.3,1,173,1,174,PF07168.10,Ureide_permease,Family,46,233,359,266.3,2.9e-79,1,CL0184
AT2G03220.1,83,531,67,531,PF03254.12,XG_FTase,Family,21,478,478,714.8,4.2e-215,1,No_clan
AT2G04060.1,23,68,9,70,PF01301.18,Glyco_hydro_35,Domain,270,314,316,49.4,4.4e-13,1,CL0058
AT2G34355.1,7,260,7,261,PF06813.12,Nodulin-like,Family,1,249,250,200.4,3e-59,1,CL0015
AT2G34355.1,318,512,317,522,PF07690.15,MFS_1,Family,2,178,353,38.6,5.4e-10,1,CL0015
AT2G20725.1,213,295,207,296,PF02517.15,Abi,Family,8,91,92,59.9,2.2e-16,1,CL0472
AT2G37940.1,171,240,171,243,PF14360.5,PAP2_C,Domain,1,69,72,84.0,7.3e-24,1,CL0525
AT2G38650.1,297,591,297,593,PF01501.19,Glyco_transf_8,Family,1,254,256,167.2,4.4e-49,1,CL0110
AT2G38650.2,297,591,297,593,PF01501.19,Glyco_transf_8,Family,1,254,256,167.2,4.4e-49,1,CL0110
AT2G01420.2,9,611,9,611,PF03547.17,Mem_trans,Family,1,387,387,651.1,3.3e-196,1,CL0064
AT2G01420.1,9,607,9,607,PF03547.17,Mem_trans,Family,1,387,387,651.2,3.2e-196,1,CL0064
AT2G18770.1,54,235,53,235,PF09439.9,SRPRB,Domain,2,181,181,125.0,2e-36,1,CL0023
AT2G32610.1,95,380,95,391,PF03552.13,Cellulose_synt,Family,1,297,722,263.9,3.1e-78,1,CL0110
AT2G32610.1,391,752,377,757,PF03552.13,Cellulose_synt,Family,355,700,722,165.5,1.8e-48,1,CL0110
AT2G35520.2,11,116,9,116,PF02109.15,DAD,Family,3,109,109,127.2,2.9e-37,1,No_clan
AT2G35520.1,11,115,9,115,PF02109.15,DAD,Family,3,109,109,132.3,7.3e-39,1,No_clan
AT2G23990.2,76,140,71,141,PF02298.16,Cu_bind_like,Domain,20,83,84,66.2,1.9e-18,1,CL0026
AT2G23990.1,36,121,36,122,PF02298.16,Cu_bind_like,Domain,1,83,84,96.8,5e-28,1,CL0026
AT2G04090.1,40,199,40,200,PF01554.17,MatE,Family,1,160,161,101.9,2.6e-29,1,CL0222
AT2G04090.1,261,423,261,424,PF01554.17,MatE,Family,1,160,161,85.9,2e-24,1,CL0222
AT2G19160.1,107,337,107,338,PF02485.20,Branch,Family,1,246,247,274.8,5.9e-82,1,CL0110
AT2G07768.1,20,79,16,80,PF01578.19,Cytochrom_C_asm,Family,151,213,214,28.7,9.3e-07,1,CL0328
AT2G15240.1,24,248,24,248,PF05216.12,UNC-50,Family,1,221,221,267.1,1e-79,1,No_clan
AT2G28110.1,93,392,92,393,PF03016.14,Exostosin,Family,4,299,300,237.7,1.5e-70,1,No_clan
AT2G42250.1,42,492,42,505,PF00067.21,p450,Domain,1,448,463,331.8,5.7e-99,1,No_clan
AT2G40100.1,65,260,65,261,PF00504.20,Chloroa_b-bind,Family,1,160,161,166.1,8.5e-49,1,No_clan
AT2G32390.1,49,368,40,369,PF01094.27,ANF_receptor,Family,45,351,352,234.3,2e-69,1,CL0144
AT2G32390.1,452,771,429,772,PF00497.19,SBP_bac_3,Domain,21,224,225,73.8,1.2e-20,1,CL0177
AT2G32390.1,549,802,548,804,PF00060.25,Lig_chan,Family,2,147,149,118.2,2.5e-34,1,CL0030
AT2G32390.2,3,324,1,325,PF01094.27,ANF_receptor,Family,43,351,352,237.7,1.9e-70,1,CL0144
AT2G32390.2,408,727,385,728,PF00497.19,SBP_bac_3,Domain,21,224,225,74.0,1.1e-20,1,CL0177
AT2G32390.2,505,758,504,760,PF00060.25,Lig_chan,Family,2,147,149,118.3,2.3e-34,1,CL0030
AT2G13620.1,47,430,44,433,PF00999.20,Na_H_Exchanger,Family,3,377,381,206.4,5.4e-61,1,CL0064
AT2G18710.1,194,525,193,526,PF00344.19,SecY,Family,2,306,307,299.5,2.3e-89,1,No_clan
AT2G46450.1,40,363,38,364,PF00520.30,Ion_trans,Family,4,244,245,93.6,1e-26,1,CL0030
AT2G46450.2,109,340,38,341,PF00520.30,Ion_trans,Family,70,244,245,82.7,2.1e-23,1,CL0030
AT2G46450.3,96,327,25,328,PF00520.30,Ion_trans,Family,70,244,245,82.8,2e-23,1,CL0030
AT2G01460.1,106,222,101,227,PF00485.17,PRK,Domain,66,188,197,30.6,2.4e-07,1,CL0023
AT2G01460.1,527,694,527,697,PF00485.17,PRK,Domain,1,188,197,56.9,2e-15,1,CL0023
AT2G01460.2,106,222,101,227,PF00485.17,PRK,Domain,66,188,197,30.6,2.4e-07,1,CL0023
AT2G01460.2,527,693,527,696,PF00485.17,PRK,Domain,1,188,197,39.3,5.2e-10,1,CL0023
AT2G41990.1,180,266,177,277,PF03168.12,LEA_2,Domain,4,89,101,26.9,5e-06,1,CL0159
AT2G37360.1,134,286,134,286,PF00005.26,ABC_tran,Domain,1,137,137,86.6,2e-24,1,CL0023
AT2G37360.1,452,659,450,659,PF01061.23,ABC2_membrane,Family,4,210,210,140.2,5.6e-41,1,CL0181
AT2G27000.1,40,486,40,502,PF00067.21,p450,Domain,1,447,463,293.6,2.2e-87,1,No_clan
AT2G36885.1,124,255,124,256,PF13301.5,DUF4079,Family,1,140,141,84.9,5.3e-24,1,No_clan
AT2G36885.2,124,254,124,255,PF13301.5,DUF4079,Family,1,140,141,81.8,4.8e-23,1,No_clan
AT2G47800.1,327,594,326,595,PF00664.22,ABC_membrane,Family,2,273,274,83.9,1.3e-23,1,CL0241
AT2G47800.1,659,792,659,794,PF00005.26,ABC_tran,Domain,1,135,137,71.8,7.3e-20,1,CL0023
AT2G47800.1,959,1201,957,1225,PF00664.22,ABC_membrane,Family,3,249,274,104.5,7.2e-30,1,CL0241
AT2G47800.1,1291,1439,1291,1439,PF00005.26,ABC_tran,Domain,1,137,137,106.1,1.8e-30,1,CL0023
AT2G16760.1,77,270,47,283,PF08450.11,SGL,Family,31,206,246,30.7,2.1e-07,1,CL0186
AT2G01770.1,35,245,35,246,PF01988.18,VIT1,Family,1,213,214,241.5,7.7e-72,1,No_clan
AT2G37120.1,13,76,11,76,PF04689.12,S1FA,Family,3,66,66,128.8,5.7e-38,1,No_clan
AT2G47840.1,39,204,37,204,PF16166.4,TIC20,Family,3,181,181,174.4,1.7e-51,1,No_clan
AT2G20940.1,3,113,3,114,PF06916.12,DUF1279,Family,1,91,92,99.7,9.5e-29,1,No_clan
AT2G22950.1,5,49,5,49,PF12515.7,CaATP_NAI,Family,1,45,45,68.3,3e-19,1,No_clan
AT2G22950.1,116,185,114,185,PF00690.25,Cation_ATPase_N,Domain,3,69,69,39.9,2.2e-10,1,No_clan
AT2G22950.1,236,431,233,433,PF00122.19,E1-E2_ATPase,Family,4,179,181,138.1,2.1e-40,1,No_clan
AT2G22950.1,513,591,502,592,PF13246.5,Cation_ATPase,Family,12,90,91,64.8,5.2e-18,1,CL0137
AT2G22950.1,738,795,734,800,PF08282.11,Hydrolase_3,Domain,194,249,255,22.0,0.00011,1,CL0137
AT2G22950.1,839,1012,838,1013,PF00689.20,Cation_ATPase_C,Family,2,181,182,130.2,6.1e-38,1,No_clan
AT2G45570.1,39,498,39,504,PF00067.21,p450,Domain,1,457,463,357.6,8.8e-107,1,No_clan
AT2G36300.1,92,239,91,254,PF04893.16,Yip1,Domain,2,162,172,51.8,7.2e-14,1,CL0112
AT2G22030.1,26,65,24,71,PF00646.32,F-box,Domain,3,42,48,34.1,1.6e-08,1,CL0271
AT2G22030.1,164,204,164,204,PF01344.24,Kelch_1,Repeat,1,43,46,39.8,2.3e-10,1,CL0186
AT2G41480.1,58,299,58,300,PF00141.22,peroxidase,Domain,1,228,229,254.8,6.9e-76,1,CL0617
AT2G07689.1,1,189,1,189,PF00361.19,Proton_antipo_M,Family,103,293,293,175.7,1.1e-51,1,CL0425
AT2G27500.3,2,268,1,270,PF00332.17,Glyco_hydro_17,Domain,52,307,309,247.5,2e-73,1,CL0058
AT2G38152.1,114,236,113,238,PF04488.14,Gly_transf_sug,Family,2,96,98,96.3,1.2e-27,1,CL0110
AT2G38152.1,254,375,253,378,PF04572.11,Gb3_synth,Family,2,127,131,103.3,1e-29,1,No_clan
AT2G28860.1,38,461,37,478,PF00067.21,p450,Domain,1,438,463,173.7,5.3e-51,1,No_clan
AT2G41190.1,148,527,146,531,PF01490.17,Aa_trans,Family,4,407,409,208.6,1.2e-61,1,CL0062
AT2G45870.1,93,370,91,375,PF01062.20,Bestrophin,Family,3,292,297,132.0,2.6e-38,1,No_clan
AT2G02860.1,72,537,66,543,PF07690.15,MFS_1,Family,7,347,353,74.1,8.6e-21,1,CL0015
AT2G26110.1,40,71,40,71,PF14364.5,DUF4408,Family,2,33,33,37.9,9.6e-10,1,No_clan
AT2G26110.1,270,304,270,305,PF05553.10,DUF761,Family,1,35,36,62.2,2.1e-17,1,No_clan
AT2G34660.1,306,570,302,570,PF00664.22,ABC_membrane,Family,5,274,274,131.4,4.3e-38,1,CL0241
AT2G34660.1,632,767,632,768,PF00005.26,ABC_tran,Domain,1,136,137,69.8,3e-19,1,CL0023
AT2G34660.1,922,1180,921,1187,PF00664.22,ABC_membrane,Family,2,268,274,115.1,4.1e-33,1,CL0241
AT2G34660.1,1259,1407,1259,1407,PF00005.26,ABC_tran,Domain,1,137,137,90.0,1.7e-25,1,CL0023
AT2G34660.2,306,570,302,570,PF00664.22,ABC_membrane,Family,5,274,274,131.4,4.3e-38,1,CL0241
AT2G34660.2,632,767,632,768,PF00005.26,ABC_tran,Domain,1,136,137,69.8,3e-19,1,CL0023
AT2G34660.2,922,1180,921,1187,PF00664.22,ABC_membrane,Family,2,268,274,115.1,4.1e-33,1,CL0241
AT2G34660.2,1259,1407,1259,1407,PF00005.26,ABC_tran,Domain,1,137,137,90.0,1.7e-25,1,CL0023
AT2G32430.1,17,114,17,115,PF13334.5,DUF4094,Family,1,86,87,114.9,1.5e-33,1,No_clan
AT2G32430.1,154,351,154,352,PF01762.20,Galactosyl_T,Family,1,194,195,174.6,1.9e-51,1,CL0110
AT2G39480.1,88,362,86,365,PF00664.22,ABC_membrane,Family,3,271,274,147.3,6e-43,1,CL0241
AT2G39480.1,433,577,430,578,PF00005.26,ABC_tran,Domain,4,136,137,88.5,4.9e-25,1,CL0023
AT2G39480.1,841,1104,836,1111,PF00664.22,ABC_membrane,Family,7,269,274,140.5,7.2e-41,1,CL0241
AT2G39480.1,1176,1324,1176,1325,PF00005.26,ABC_tran,Domain,1,136,137,107.1,8.8e-31,1,CL0023
AT2G15390.2,50,504,34,505,PF03254.12,XG_FTase,Family,21,477,478,633.1,2.4e-190,1,No_clan
AT2G27940.1,139,182,138,182,PF13639.5,zf-RING_2,Domain,2,44,44,50.6,1.6e-13,1,CL0229
AT2G37200.1,38,165,36,165,PF04535.11,DUF588,Domain,3,150,150,84.5,5.8e-24,1,CL0396
AT2G18100.1,297,645,296,646,PF05277.11,DUF726,Family,2,342,343,323.9,9.2e-97,1,CL0028
AT2G34990.1,95,138,94,138,PF13639.5,zf-RING_2,Domain,2,44,44,43.1,3.5e-11,1,CL0229
AT2G37730.1,230,485,230,485,PF04646.11,DUF604,Family,1,255,255,359.9,6.3e-108,1,CL0110
AT2G17730.2,55,91,52,93,PF13441.5,Gly-zipper_YMGG,Domain,6,38,46,29.9,3.2e-07,1,CL0500
AT2G17730.2,196,224,195,224,PF17123.4,zf-RING_11,Domain,2,29,29,33.8,1.9e-08,1,CL0229
AT2G17730.1,55,91,52,93,PF13441.5,Gly-zipper_YMGG,Domain,6,38,46,30.0,3e-07,1,CL0500
AT2G17730.1,194,238,194,238,PF13639.5,zf-RING_2,Domain,1,44,44,45.0,8.9e-12,1,CL0229
AT2G06520.1,79,116,79,116,PF06596.10,PsbX,Family,1,39,39,52.1,4.2e-14,1,No_clan
AT2G20990.3,67,224,67,240,PF17047.4,SMP_LBD,Domain,1,155,180,46.4,2.7e-12,1,CL0648
AT2G20990.3,298,395,298,402,PF00168.29,C2,Domain,1,96,103,77.7,6.6e-22,1,CL0154
AT2G20990.3,459,561,458,561,PF00168.29,C2,Domain,2,103,103,56.0,3.6e-15,1,CL0154
AT2G20990.2,67,248,67,249,PF17047.4,SMP_LBD,Domain,1,179,180,55.8,3.6e-15,1,CL0648
AT2G20990.2,260,337,260,350,PF00168.29,C2,Domain,1,76,103,72.0,3.9e-20,1,CL0154
AT2G20990.2,445,547,444,547,PF00168.29,C2,Domain,2,103,103,56.1,3.4e-15,1,CL0154
AT2G20990.1,67,248,67,249,PF17047.4,SMP_LBD,Domain,1,179,180,56.0,3.3e-15,1,CL0648
AT2G20990.1,260,357,260,364,PF00168.29,C2,Domain,1,96,103,77.8,5.9e-22,1,CL0154
AT2G20990.1,421,523,420,523,PF00168.29,C2,Domain,2,103,103,56.2,3.2e-15,1,CL0154
AT2G45560.1,39,497,39,503,PF00067.21,p450,Domain,1,457,463,366.4,1.8e-109,1,No_clan
AT2G45560.2,39,306,39,310,PF00067.21,p450,Domain,1,268,463,121.1,4.9e-35,1,No_clan
AT2G40940.1,158,307,158,307,PF01590.25,GAF,Domain,1,133,133,53.8,2.7e-14,1,CL0161
AT2G40940.1,343,408,343,408,PF00512.24,HisKA,Domain,1,64,64,54.0,1.2e-14,1,CL0025
AT2G40940.1,455,585,455,587,PF02518.25,HATPase_c,Domain,1,109,111,100.9,5.4e-29,1,CL0025
AT2G37925.1,33,74,32,87,PF04145.14,Ctr,Family,2,47,148,33.5,5.3e-08,1,No_clan
AT2G37925.1,92,134,80,134,PF04145.14,Ctr,Family,106,148,148,30.4,4.9e-07,1,No_clan
AT2G23450.1,348,617,348,620,PF00069.24,Pkinase,Domain,1,259,264,154.1,4.1e-45,1,CL0016
AT2G23450.2,348,617,348,620,PF00069.24,Pkinase,Domain,1,259,264,154.1,4.1e-45,1,CL0016
AT2G14100.1,44,488,44,499,PF00067.21,p450,Domain,1,449,463,307.9,1.1e-91,1,No_clan
AT2G03370.1,161,378,159,384,PF04577.13,DUF563,Family,3,202,209,75.7,4.9e-21,1,No_clan
AT2G29090.1,50,460,50,477,PF00067.21,p450,Domain,1,441,463,262.2,7.5e-78,1,No_clan
AT2G29090.2,50,460,50,477,PF00067.21,p450,Domain,1,441,463,262.2,7.5e-78,1,No_clan
AT2G39450.1,107,300,106,300,PF01545.20,Cation_efflux,Family,2,199,199,104.2,7e-30,1,No_clan
AT2G39450.1,312,380,305,381,PF16916.4,ZT_dimer,Domain,9,77,79,41.5,1e-10,1,No_clan
AT2G16850.1,29,256,28,257,PF00230.19,MIP,Family,2,226,227,276.6,1.5e-82,1,No_clan
AT2G36590.1,28,420,26,422,PF01490.17,Aa_trans,Family,3,407,409,279.8,2.9e-83,1,CL0062
AT2G36910.1,46,317,44,319,PF00664.22,ABC_membrane,Family,3,272,274,188.2,2.2e-55,1,CL0241
AT2G36910.1,386,535,386,535,PF00005.26,ABC_tran,Domain,1,137,137,120.6,6.1e-35,1,CL0023
AT2G36910.1,705,971,701,973,PF00664.22,ABC_membrane,Family,6,271,274,179.2,1.2e-52,1,CL0241
AT2G36910.1,1043,1191,1042,1191,PF00005.26,ABC_tran,Domain,2,137,137,118.0,3.8e-34,1,CL0023
AT2G21340.1,131,283,125,287,PF01554.17,MatE,Family,7,157,161,51.0,1.1e-13,1,CL0222
AT2G21340.2,131,280,125,284,PF01554.17,MatE,Family,7,157,161,48.6,6.2e-13,1,CL0222
AT2G44500.1,180,497,180,498,PF10250.8,O-FucT,Family,1,327,328,203.4,7.1e-60,1,CL0113
AT2G44500.2,180,400,180,414,PF10250.8,O-FucT,Family,1,225,328,127.8,7e-37,1,CL0113
AT2G26975.1,27,68,27,76,PF04145.14,Ctr,Family,1,42,148,32.4,1.2e-07,1,No_clan
AT2G26975.1,78,127,69,127,PF04145.14,Ctr,Family,99,148,148,40.9,2.9e-10,1,No_clan
AT2G17500.1,10,387,9,388,PF03547.17,Mem_trans,Family,2,386,387,307.6,7.7e-92,1,CL0064
AT2G17500.2,10,387,9,388,PF03547.17,Mem_trans,Family,2,386,387,307.6,7.7e-92,1,CL0064
AT2G17500.3,10,387,9,388,PF03547.17,Mem_trans,Family,2,386,387,307.6,7.7e-92,1,CL0064
AT2G17500.4,10,387,9,388,PF03547.17,Mem_trans,Family,2,386,387,307.6,7.7e-92,1,CL0064
AT2G24150.1,68,326,68,326,PF03006.19,HlyIII,Family,1,224,224,282.6,2.1e-84,1,CL0192
AT2G19860.1,42,240,40,240,PF00349.20,Hexokinase_1,Domain,3,196,196,203.4,3.2e-60,1,CL0108
AT2G19860.1,247,487,246,488,PF03727.15,Hexokinase_2,Domain,2,240,241,266.2,2.3e-79,1,CL0108
AT2G33220.1,20,138,19,140,PF06212.11,GRIM-19,Family,2,127,132,140.7,2.3e-41,1,No_clan
AT2G18840.1,131,262,112,280,PF04893.16,Yip1,Domain,17,161,172,50.1,2.3e-13,1,CL0112
AT2G23800.1,112,346,110,363,PF00348.16,polyprenyl_synt,Domain,4,234,254,186.2,5.2e-55,1,CL0613
AT2G29650.1,109,470,107,471,PF07690.15,MFS_1,Family,2,352,353,213.6,3.4e-63,1,CL0015
AT2G29650.3,10,358,3,359,PF07690.15,MFS_1,Family,16,352,353,211.5,1.5e-62,1,CL0015
AT2G29650.2,109,387,105,394,PF07690.15,MFS_1,Family,2,274,353,188.3,1.7e-55,1,CL0015
AT2G20370.1,151,488,150,489,PF03016.14,Exostosin,Family,2,299,300,304.2,8.6e-91,1,No_clan
AT2G28170.1,63,458,60,461,PF00999.20,Na_H_Exchanger,Family,4,377,381,44.8,6.7e-12,1,CL0064
AT2G44480.1,37,510,36,513,PF00232.17,Glyco_hydro_1,Domain,2,450,453,514.6,1.6e-154,1,CL0058
AT2G41160.1,47,187,44,194,PF01694.21,Rhomboid,Family,4,143,150,26.0,7.2e-06,1,CL0207
AT2G41160.1,246,281,245,281,PF00627.30,UBA,Domain,2,37,37,46.1,3e-12,1,CL0214
AT2G22890.1,105,273,105,273,PF10520.8,TMEM189_B_dmain,Domain,1,173,173,204.5,1.2e-60,1,No_clan
AT2G23310.1,41,202,39,202,PF03248.12,Rer1,Family,3,171,171,239.7,1.3e-71,1,No_clan
AT2G23310.2,41,199,39,201,PF03248.12,Rer1,Family,3,168,171,235.5,2.5e-70,1,No_clan
AT2G24220.1,38,352,38,353,PF16913.4,PUNUT,Family,1,321,322,345.6,2.5e-103,1,CL0184
AT2G24220.2,38,352,38,353,PF16913.4,PUNUT,Family,1,321,322,345.6,2.5e-103,1,CL0184
AT2G18650.1,125,168,124,168,PF13639.5,zf-RING_2,Domain,2,44,44,51.5,8.7e-14,1,CL0229
AT2G47070.1,106,179,106,180,PF03110.13,SBP,Domain,1,74,75,105.6,1e-30,1,No_clan
AT2G01980.1,38,449,36,450,PF00999.20,Na_H_Exchanger,Family,2,380,381,257.2,1.9e-76,1,CL0064
AT2G26510.1,56,460,55,462,PF00860.19,Xan_ur_permease,Family,2,387,389,229.5,4.9e-68,1,CL0062
AT2G26510.2,56,386,55,388,PF00860.19,Xan_ur_permease,Family,2,313,389,166.4,7.3e-49,1,CL0062
AT2G26710.1,85,496,70,512,PF00067.21,p450,Domain,23,445,463,286.0,4.8e-85,1,No_clan
AT2G43350.1,48,156,48,156,PF00255.18,GSHPx,Family,1,108,108,142.1,3.9e-42,1,CL0172
AT2G43350.2,48,156,48,156,PF00255.18,GSHPx,Family,1,108,108,142.1,3.9e-42,1,CL0172
AT2G44578.1,69,112,68,112,PF13639.5,zf-RING_2,Domain,2,44,44,49.2,4.5e-13,1,CL0229
AT2G14255.1,31,120,28,121,PF12796.6,Ank_2,Repeat,4,83,84,49.0,6.5e-13,1,CL0465
AT2G14255.1,129,214,128,219,PF12796.6,Ank_2,Repeat,2,77,84,54.1,1.7e-14,1,CL0465
AT2G14255.1,363,491,359,492,PF01529.19,DHHC,Family,6,133,134,124.2,3.4e-36,1,No_clan
AT2G30040.1,21,270,17,270,PF00069.24,Pkinase,Domain,5,264,264,180.8,3e-53,1,CL0016
AT2G21600.1,19,180,17,180,PF03248.12,Rer1,Family,3,171,171,247.0,7.8e-74,1,No_clan
AT2G40540.1,27,602,26,602,PF02705.15,K_trans,Family,2,534,534,652.6,4e-196,1,CL0062
AT2G40540.2,27,602,26,602,PF02705.15,K_trans,Family,2,534,534,652.6,4e-196,1,CL0062
AT2G03480.1,96,402,95,420,PF03141.15,Methyltransf_29,Family,2,303,506,252.7,5.8e-75,1,CL0063
AT2G03480.1,459,601,452,601,PF03141.15,Methyltransf_29,Family,365,506,506,178.6,1.6e-52,1,CL0063
AT2G03480.2,96,590,95,590,PF03141.15,Methyltransf_29,Family,2,506,506,428.2,3.7e-128,1,CL0063
AT2G29020.1,49,128,49,128,PF07019.11,Rab5ip,Family,1,82,82,51.8,8.4e-14,1,No_clan
AT2G05755.1,97,229,93,230,PF00892.19,EamA,Family,3,136,137,38.7,9.6e-10,1,CL0184
AT2G33120.2,32,119,32,120,PF13774.5,Longin,Domain,1,83,84,72.9,1.5e-20,1,No_clan
AT2G33120.2,137,223,135,223,PF00957.20,Synaptobrevin,Family,3,89,89,116.6,2.9e-34,1,CL0445
AT2G33120.1,32,111,32,112,PF13774.5,Longin,Domain,1,83,84,82.6,1.4e-23,1,No_clan
AT2G33120.1,129,215,127,215,PF00957.20,Synaptobrevin,Family,3,89,89,116.7,2.7e-34,1,CL0445
AT2G33120.3,50,133,46,133,PF00957.20,Synaptobrevin,Family,6,89,89,114.6,1.3e-33,1,CL0445
AT2G26650.1,58,299,57,300,PF00520.30,Ion_trans,Family,2,244,245,137.5,4e-40,1,CL0030
AT2G26650.1,392,476,390,477,PF00027.28,cNMP_binding,Domain,3,87,88,53.5,1.7e-14,1,CL0029
AT2G26650.1,523,612,522,614,PF12796.6,Ank_2,Repeat,2,82,84,54.8,1e-14,1,CL0465
AT2G26650.1,622,700,617,711,PF12796.6,Ank_2,Repeat,4,74,84,41.7,1.2e-10,1,CL0465
AT2G26650.1,790,853,789,853,PF11834.7,KHA,Family,2,67,67,80.7,5.7e-23,1,No_clan
AT2G30240.1,61,443,59,447,PF00999.20,Na_H_Exchanger,Family,2,377,381,228.0,1.5e-67,1,CL0064
AT2G28800.1,140,354,140,354,PF02096.19,60KD_IMP,Family,1,166,166,183.1,3.3e-54,1,CL0376
AT2G28800.4,140,324,140,324,PF02096.19,60KD_IMP,Family,1,166,166,132.8,1e-38,1,CL0376
AT2G28800.2,140,344,140,348,PF02096.19,60KD_IMP,Family,1,156,166,168.2,1.3e-49,1,CL0376
AT2G28800.3,140,340,140,342,PF02096.19,60KD_IMP,Family,1,152,166,165.7,7.6e-49,1,CL0376
AT2G02960.1,43,88,43,88,PF12906.6,RINGv,Domain,1,48,48,48.2,7.9e-13,1,CL0229
AT2G02960.1,94,212,94,212,PF12428.7,DUF3675,Family,1,119,119,142.9,6.1e-42,1,No_clan
AT2G02960.2,43,88,43,88,PF12906.6,RINGv,Domain,1,48,48,48.2,7.9e-13,1,CL0229
AT2G02960.2,94,212,94,212,PF12428.7,DUF3675,Family,1,119,119,142.9,6.1e-42,1,No_clan
AT2G02960.3,43,88,43,88,PF12906.6,RINGv,Domain,1,48,48,48.2,7.9e-13,1,CL0229
AT2G02960.3,94,212,94,212,PF12428.7,DUF3675,Family,1,119,119,142.9,6.1e-42,1,No_clan
AT2G02960.4,43,88,43,88,PF12906.6,RINGv,Domain,1,48,48,48.2,7.9e-13,1,CL0229
AT2G02960.4,94,212,94,212,PF12428.7,DUF3675,Family,1,119,119,142.9,6.1e-42,1,No_clan
AT2G25540.1,23,100,23,100,PF14569.5,zf-UDP,Domain,1,78,78,138.0,7.7e-41,1,CL0229
AT2G25540.1,341,1059,341,1063,PF03552.13,Cellulose_synt,Family,1,718,722,1331.4,0,1,CL0110
AT2G17720.1,167,285,167,285,PF13640.5,2OG-FeII_Oxy_3,Domain,1,96,96,71.3,8.9e-20,1,CL0029
AT2G23790.1,156,315,155,315,PF04678.12,MCU,Family,2,178,178,169.6,6.7e-50,1,No_clan
AT2G04080.1,37,197,37,197,PF01554.17,MatE,Family,1,161,161,101.4,3.5e-29,1,CL0222
AT2G04080.1,258,419,258,421,PF01554.17,MatE,Family,1,159,161,94.2,6.1e-27,1,CL0222
AT2G02590.1,161,281,161,282,PF06695.10,Sm_multidrug_ex,Family,1,120,121,129.7,7.8e-38,1,No_clan
AT2G39290.1,107,173,106,173,PF01066.20,CDP-OH_P_transf,Family,2,66,66,47.9,1.6e-12,1,No_clan
AT2G03360.2,165,384,163,387,PF04577.13,DUF563,Family,3,205,209,81.7,7.1e-23,1,No_clan
AT2G03360.1,161,380,159,383,PF04577.13,DUF563,Family,3,205,209,81.8,6.9e-23,1,No_clan
AT2G13610.1,63,211,63,211,PF00005.26,ABC_tran,Domain,1,137,137,99.4,2.2e-28,1,CL0023
AT2G13610.1,373,581,371,581,PF01061.23,ABC2_membrane,Family,3,210,210,150.9,2.9e-44,1,CL0181
AT2G07681.1,400,552,378,555,PF01578.19,Cytochrom_C_asm,Family,36,210,214,74.3,1e-20,1,CL0328
AT2G34410.1,101,513,4,519,PF07779.11,Cas1_AcylT,Domain,63,469,474,323.7,1.9e-96,1,CL0316
AT2G34410.2,101,513,4,519,PF07779.11,Cas1_AcylT,Domain,63,469,474,323.7,1.9e-96,1,CL0316
AT2G34410.3,108,500,103,506,PF07779.11,Cas1_AcylT,Domain,83,469,474,298.6,8.1e-89,1,CL0316
AT2G21410.1,41,813,40,813,PF01496.18,V_ATPase_I,Family,2,812,812,1001.5,2.4e-301,1,No_clan
AT2G36830.1,14,234,13,234,PF00230.19,MIP,Family,2,227,227,256.3,2.5e-76,1,No_clan
AT2G44000.1,95,192,94,198,PF03168.12,LEA_2,Domain,2,99,101,38.1,1.6e-09,1,CL0159
AT2G02370.1,117,237,117,238,PF09335.10,SNARE_assoc,Family,1,119,120,72.4,4.1e-20,1,No_clan
AT2G02370.2,117,237,117,238,PF09335.10,SNARE_assoc,Family,1,119,120,72.4,4.1e-20,1,No_clan
AT2G19600.1,174,543,173,543,PF00999.20,Na_H_Exchanger,Family,2,381,381,254.0,1.8e-75,1,CL0064
AT2G14520.1,18,189,17,191,PF01595.19,DUF21,Family,2,174,176,129.3,1.1e-37,1,No_clan
