seq_id,alignment_start,alignment_end,envelope_start,envelope_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,bit_score,E-value,significance,clan
AT4G04490.1,30,125,29,126,PF01657.16,Stress-antifung,Family,2,94,95,48.1,1.3e-12,1,No_clan
AT4G04490.1,156,244,146,244,PF01657.16,Stress-antifung,Family,12,95,95,34.3,2.6e-08,1,No_clan
AT4G04490.1,341,604,340,606,PF07714.16,Pkinase_Tyr,Domain,2,258,260,166.9,4.7e-49,1,CL0016
AT4G27170.1,58,155,45,155,PF00234.21,Tryp_alpha_amyl,Family,1,87,87,33.8,3.3e-08,1,CL0482
AT4G34220.1,28,67,27,68,PF08263.11,LRRNT_2,Family,2,40,41,42.7,4.6e-11,1,No_clan
AT4G34220.1,476,748,472,750,PF00069.24,Pkinase,Domain,6,260,264,119.9,1.1e-34,1,CL0016
AT4G12880.1,37,119,37,119,PF02298.16,Cu_bind_like,Domain,1,84,84,88.7,1.7e-25,1,CL0026
AT4G12500.1,94,177,93,177,PF14547.5,Hydrophob_seed,Domain,2,84,84,98.8,1.4e-28,1,CL0482
AT4G35165.1,49,111,49,119,PF05617.10,Prolamin_like,Domain,1,60,74,48.7,6.1e-13,1,CL0482
AT4G29990.1,30,354,30,354,PF12819.6,Malectin_like,Domain,1,336,336,376.7,9.3e-113,1,CL0468
AT4G29990.1,414,469,413,469,PF13855.5,LRR_8,Repeat,6,61,61,38.7,5.9e-10,1,CL0022
AT4G29990.1,576,842,574,842,PF07714.16,Pkinase_Tyr,Domain,3,260,260,168.6,1.4e-49,1,CL0016
AT4G22517.1,30,113,29,114,PF14547.5,Hydrophob_seed,Domain,2,83,84,68.0,5.7e-19,1,CL0482
AT4G11950.1,24,319,23,319,PF06697.11,DUF1191,Family,2,269,269,309.5,1.5e-92,1,No_clan
AT4G00300.2,33,398,33,398,PF12819.6,Malectin_like,Domain,1,336,336,130.9,5.5e-38,1,CL0468
AT4G30040.1,85,254,85,254,PF14543.5,TAXi_N,Domain,1,179,179,128.8,2.4e-37,1,CL0129
AT4G30040.1,273,427,272,427,PF14541.5,TAXi_C,Domain,2,159,161,91.0,6.4e-26,1,CL0129
AT4G38030.1,38,236,25,236,PF06045.10,Rhamnogal_lyase,Family,14,213,213,279.3,1.5e-83,1,CL0103
AT4G38030.1,388,460,387,461,PF14686.5,fn3_3,Domain,2,74,75,94.8,1.8e-27,1,CL0287
AT4G38030.1,474,661,474,661,PF14683.5,CBM-like,Domain,1,169,169,178.5,9e-53,1,CL0202
AT4G23150.1,33,128,32,129,PF01657.16,Stress-antifung,Family,2,94,95,74.8,6.1e-21,1,No_clan
AT4G23150.1,159,241,149,242,PF01657.16,Stress-antifung,Family,13,94,95,38.9,9.4e-10,1,No_clan
AT4G23150.1,339,574,336,607,PF07714.16,Pkinase_Tyr,Domain,4,243,260,165.9,9.3e-49,1,CL0016
AT4G11490.1,28,125,27,126,PF01657.16,Stress-antifung,Family,2,94,95,49.8,3.9e-13,1,No_clan
AT4G11490.1,157,241,142,243,PF01657.16,Stress-antifung,Family,18,93,95,34.8,1.9e-08,1,No_clan
AT4G11490.1,325,592,321,593,PF07714.16,Pkinase_Tyr,Domain,5,259,260,168.1,2.1e-49,1,CL0016
AT4G39270.1,128,185,127,186,PF13855.5,LRR_8,Repeat,3,60,61,37.1,1.9e-09,1,CL0022
AT4G39270.1,198,258,198,258,PF13855.5,LRR_8,Repeat,1,61,61,31.0,1.5e-07,1,CL0022
AT4G39270.1,507,783,502,784,PF07714.16,Pkinase_Tyr,Domain,7,259,260,76.5,1.8e-21,1,CL0016
AT4G39270.2,32,67,30,67,PF08263.11,LRRNT_2,Family,3,41,41,20.8,0.00033,1,No_clan
AT4G39270.2,128,185,127,186,PF13855.5,LRR_8,Repeat,3,60,61,37.5,1.4e-09,1,CL0022
AT4G39270.2,198,258,198,258,PF13855.5,LRR_8,Repeat,1,61,61,31.4,1.1e-07,1,CL0022
AT4G39270.2,507,654,502,678,PF07714.16,Pkinase_Tyr,Domain,7,150,260,57.8,9.4e-16,1,CL0016
AT4G23520.1,47,104,47,104,PF08246.11,Inhibitor_I29,Domain,1,58,58,62.5,3.6e-17,1,No_clan
AT4G23520.1,133,349,133,349,PF00112.22,Peptidase_C1,Domain,1,219,219,264.4,9.4e-79,1,CL0125
AT4G33710.1,35,154,35,154,PF00188.25,CAP,Domain,1,126,126,62.6,5.9e-17,1,CL0659
AT4G23250.1,30,128,29,129,PF01657.16,Stress-antifung,Family,2,94,95,53.6,2.5e-14,1,No_clan
AT4G23250.1,152,252,145,253,PF01657.16,Stress-antifung,Family,9,94,95,33.3,5.4e-08,1,No_clan
AT4G23250.1,357,626,354,626,PF07714.16,Pkinase_Tyr,Domain,4,260,260,159.6,8.2e-47,1,CL0016
AT4G23250.1,729,828,728,829,PF01657.16,Stress-antifung,Family,2,94,95,49.5,4.6e-13,1,No_clan
AT4G23250.1,854,941,842,942,PF01657.16,Stress-antifung,Family,12,94,95,32.3,1.1e-07,1,No_clan
AT4G15350.1,35,495,35,499,PF00067.21,p450,Domain,1,459,463,327.3,1.4e-97,1,No_clan
AT4G23280.1,33,128,32,129,PF01657.16,Stress-antifung,Family,2,94,95,76.7,1.5e-21,1,No_clan
AT4G23280.1,177,239,147,239,PF01657.16,Stress-antifung,Family,36,95,95,39.1,8.6e-10,1,No_clan
AT4G23280.1,338,606,336,606,PF07714.16,Pkinase_Tyr,Domain,5,260,260,169.1,1e-49,1,CL0016
AT4G20110.2,65,162,63,162,PF02225.21,PA,Family,3,93,93,48.6,6.3e-13,1,CL0364
AT4G20110.1,65,162,63,162,PF02225.21,PA,Family,3,93,93,48.6,6.2e-13,1,CL0364
AT4G31130.1,60,154,54,155,PF06749.11,DUF1218,Family,2,90,91,48.8,7.3e-13,1,No_clan
AT4G12490.1,99,182,98,182,PF14547.5,Hydrophob_seed,Domain,2,84,84,96.9,5.3e-28,1,CL0482
AT4G28890.1,122,165,121,165,PF13639.5,zf-RING_2,Domain,2,44,44,47.4,1.6e-12,1,CL0229
AT4G36010.1,29,250,29,250,PF00314.16,Thaumatin,Domain,1,217,217,280.7,7.5e-84,1,CL0293
AT4G36010.2,29,250,29,250,PF00314.16,Thaumatin,Domain,1,217,217,280.7,7.5e-84,1,CL0293
AT4G11460.1,27,126,26,127,PF01657.16,Stress-antifung,Family,2,94,95,53.2,3.3e-14,1,No_clan
AT4G11460.1,149,247,142,248,PF01657.16,Stress-antifung,Family,9,94,95,49.9,3.4e-13,1,No_clan
AT4G11460.1,349,619,346,621,PF07714.16,Pkinase_Tyr,Domain,4,258,260,159.8,7.1e-47,1,CL0016
AT4G21400.1,37,133,36,134,PF01657.16,Stress-antifung,Family,2,94,95,62.7,3.7e-17,1,No_clan
AT4G21400.1,156,248,148,249,PF01657.16,Stress-antifung,Family,9,94,95,35.7,9.7e-09,1,No_clan
AT4G21400.1,364,657,361,663,PF07714.16,Pkinase_Tyr,Domain,4,254,260,151.7,2.1e-44,1,CL0016
AT4G22513.1,30,113,29,114,PF14547.5,Hydrophob_seed,Domain,2,83,84,69.4,2e-19,1,CL0482
AT4G38420.1,36,149,35,151,PF07732.14,Cu-oxidase_3,Domain,2,117,119,121.4,1.8e-35,1,CL0026
AT4G38420.1,162,299,161,300,PF00394.21,Cu-oxidase,Domain,2,158,159,131.9,2e-38,1,CL0026
AT4G38420.1,385,521,384,525,PF07731.13,Cu-oxidase_2,Domain,2,133,137,95.8,1.6e-27,1,CL0026
AT4G22650.1,10,114,10,114,PF14368.5,LTP_2,Family,1,96,96,67.1,1.1e-18,1,CL0482
AT4G25780.1,58,178,56,178,PF00188.25,CAP,Domain,3,126,126,79.3,4e-22,1,CL0659
AT4G15100.1,50,477,49,477,PF00450.21,Peptidase_S10,Domain,2,419,419,461.9,2.5e-138,1,CL0028
AT4G11760.1,24,88,24,88,PF07333.11,SLR1-BP,Domain,1,58,58,51.7,8.2e-14,1,CL0054
AT4G34260.1,54,309,54,310,PF14498.5,Glyco_hyd_65N_2,Domain,1,236,237,235.0,9.5e-70,1,CL0103
AT4G29450.1,30,359,30,360,PF12819.6,Malectin_like,Domain,1,335,336,359.0,2.2e-107,1,CL0468
AT4G29450.1,415,473,413,482,PF13855.5,LRR_8,Repeat,3,61,61,28.4,9.6e-07,1,CL0022
AT4G29450.1,568,848,566,848,PF07714.16,Pkinase_Tyr,Domain,3,260,260,154.1,3.7e-45,1,CL0016
AT4G32130.1,53,156,49,156,PF09430.9,DUF2012,Family,6,123,123,81.5,4.7e-23,1,CL0287
AT4G03010.1,28,66,26,66,PF08263.11,LRRNT_2,Family,4,41,41,35.0,1.2e-08,1,No_clan
AT4G03010.1,122,181,121,181,PF13855.5,LRR_8,Repeat,2,61,61,31.3,1.1e-07,1,CL0022
AT4G03010.1,214,228,213,229,PF13516.5,LRR_6,Repeat,3,17,24,9.0,1.4,1,CL0022
AT4G30140.1,34,330,34,332,PF00657.21,Lipase_GDSL,Family,1,198,200,44.5,1.5e-11,1,CL0264
AT4G04500.1,38,129,30,130,PF01657.16,Stress-antifung,Family,13,94,95,38.8,1e-09,1,No_clan
AT4G04500.1,159,249,148,250,PF01657.16,Stress-antifung,Family,13,94,95,38.7,1.1e-09,1,No_clan
AT4G04500.1,346,617,345,619,PF00069.24,Pkinase,Domain,2,259,264,171.2,2.5e-50,1,CL0016
AT4G23360.1,53,143,53,162,PF14365.5,Neprosin_AP,Family,1,97,118,93.1,1.5e-26,1,No_clan
AT4G23360.1,177,398,177,398,PF03080.14,Neprosin,Family,1,220,220,229.5,2.9e-68,1,No_clan
AT4G23360.1,521,618,521,629,PF14365.5,Neprosin_AP,Family,1,106,118,92.0,3.2e-26,1,No_clan
AT4G23360.1,644,868,644,868,PF03080.14,Neprosin,Family,1,220,220,230.8,1.1e-68,1,No_clan
AT4G23260.1,30,128,29,129,PF01657.16,Stress-antifung,Family,2,94,95,45.4,8.6e-12,1,No_clan
AT4G23260.1,150,247,144,248,PF01657.16,Stress-antifung,Family,8,94,95,43.4,3.7e-11,1,No_clan
AT4G23260.1,342,611,339,611,PF07714.16,Pkinase_Tyr,Domain,4,260,260,161.5,2.1e-47,1,CL0016
AT4G23260.2,30,128,29,129,PF01657.16,Stress-antifung,Family,2,94,95,45.5,8.4e-12,1,No_clan
AT4G23260.2,150,247,144,248,PF01657.16,Stress-antifung,Family,8,94,95,43.5,3.6e-11,1,No_clan
AT4G23260.2,331,600,328,600,PF07714.16,Pkinase_Tyr,Domain,4,260,260,161.6,2e-47,1,CL0016
AT4G13760.1,63,390,58,397,PF00295.16,Glyco_hydro_28,Domain,5,320,325,305.9,2.8e-91,1,CL0268
AT4G27160.1,58,151,45,151,PF00234.21,Tryp_alpha_amyl,Family,1,87,87,35.9,7e-09,1,CL0482
AT4G08670.1,42,125,12,125,PF14368.5,LTP_2,Family,16,96,96,44.2,1.4e-11,1,CL0482
AT4G04570.1,30,129,29,129,PF01657.16,Stress-antifung,Family,2,95,95,43.3,4e-11,1,No_clan
AT4G04570.1,156,247,147,248,PF01657.16,Stress-antifung,Family,12,94,95,38.5,1.3e-09,1,No_clan
AT4G04570.1,349,609,348,612,PF00069.24,Pkinase,Domain,2,257,264,169.6,7.8e-50,1,CL0016
AT4G04570.2,30,129,29,129,PF01657.16,Stress-antifung,Family,2,95,95,43.6,3.2e-11,1,No_clan
AT4G04570.2,156,247,147,248,PF01657.16,Stress-antifung,Family,12,94,95,38.8,1e-09,1,No_clan
AT4G04570.2,349,548,348,557,PF00069.24,Pkinase,Domain,2,195,264,167.2,4e-49,1,CL0016
AT4G39400.1,36,69,33,70,PF08263.11,LRRNT_2,Family,5,40,41,27.6,2.4e-06,1,No_clan
AT4G39400.1,223,258,222,263,PF12799.6,LRR_4,Repeat,2,39,43,28.1,1.7e-06,1,CL0022
AT4G39400.1,367,388,366,388,PF00560.32,LRR_1,Repeat,2,23,23,9.6,1.4,1,CL0022
AT4G39400.1,418,439,417,439,PF00560.32,LRR_1,Repeat,2,23,23,11.4,0.36,1,CL0022
AT4G39400.1,513,571,512,572,PF13855.5,LRR_8,Repeat,2,60,61,30.5,2.1e-07,1,CL0022
AT4G39400.1,700,738,693,738,PF13855.5,LRR_8,Repeat,23,61,61,27.6,1.7e-06,1,CL0022
AT4G39400.1,883,1152,883,1155,PF00069.24,Pkinase,Domain,1,259,264,155.4,1.7e-45,1,CL0016
AT4G18340.1,34,352,34,352,PF00332.17,Glyco_hydro_17,Domain,1,309,309,301.6,6.3e-90,1,CL0058
AT4G38650.1,215,475,212,484,PF00331.19,Glyco_hydro_10,Family,5,279,316,151.0,3.9e-44,1,CL0058
AT4G10530.1,29,106,29,108,PF05922.15,Inhibitor_I9,Domain,1,80,82,63.8,1.6e-17,1,CL0570
AT4G10530.1,134,561,133,586,PF00082.21,Peptidase_S8,Domain,2,284,298,119.4,1.7e-34,1,No_clan
AT4G15800.1,54,116,54,116,PF05498.10,RALF,Family,1,64,64,109.0,1.4e-31,1,No_clan
AT4G12470.1,78,161,77,161,PF14547.5,Hydrophob_seed,Domain,2,84,84,100.2,4.9e-29,1,CL0482
AT4G10280.1,60,136,59,136,PF05899.11,Cupin_3,Domain,2,74,74,88.8,1.3e-25,1,CL0029
AT4G02410.1,26,278,26,280,PF00139.18,Lectin_legB,Domain,1,248,250,271.1,8.2e-81,1,CL0004
AT4G02410.1,356,624,355,626,PF00069.24,Pkinase,Domain,2,260,264,163.5,5.5e-48,1,CL0016
AT4G00340.1,67,162,66,163,PF01453.23,B_lectin,Domain,2,106,107,84.1,5.6e-24,1,No_clan
AT4G00340.1,193,307,193,308,PF00954.19,S_locus_glycop,Domain,1,110,111,91.0,6e-26,1,No_clan
AT4G00340.1,486,682,483,757,PF00069.24,Pkinase,Domain,5,197,264,151.6,2.3e-44,1,CL0016
AT4G12520.1,46,129,45,129,PF14547.5,Hydrophob_seed,Domain,2,84,84,99.8,6.6e-29,1,CL0482
AT4G05200.1,34,132,33,132,PF01657.16,Stress-antifung,Family,2,95,95,76.7,1.5e-21,1,No_clan
AT4G05200.1,155,244,147,245,PF01657.16,Stress-antifung,Family,9,94,95,52.1,7.2e-14,1,No_clan
AT4G05200.1,350,615,347,618,PF07714.16,Pkinase_Tyr,Domain,4,257,260,171.8,1.5e-50,1,CL0016
AT4G19905.1,27,76,23,76,PF07333.11,SLR1-BP,Domain,7,58,58,27.9,2.2e-06,1,CL0054
AT4G12510.1,46,129,45,129,PF14547.5,Hydrophob_seed,Domain,2,84,84,99.8,6.6e-29,1,CL0482
AT4G16190.1,55,111,55,111,PF08246.11,Inhibitor_I29,Domain,1,58,58,37.7,2e-09,1,No_clan
AT4G16190.1,140,364,140,366,PF00112.22,Peptidase_C1,Domain,1,217,219,249.9,2.7e-74,1,CL0125
AT4G12270.1,84,168,84,170,PF02727.15,Cu_amine_oxidN2,Domain,1,85,87,107.1,3.6e-31,1,CL0047
AT4G12270.1,177,277,177,277,PF02728.15,Cu_amine_oxidN3,Domain,1,101,101,110.2,5e-32,1,CL0047
AT4G12270.1,303,454,301,459,PF01179.19,Cu_amine_oxid,Domain,3,135,406,142.2,2e-41,1,No_clan
AT4G31100.1,37,142,31,143,PF13947.5,GUB_WAK_bind,Domain,4,105,106,81.3,6.9e-23,1,No_clan
AT4G31100.1,197,305,197,305,PF08488.10,WAK,Family,1,103,103,137.3,2.1e-40,1,No_clan
AT4G31100.1,336,363,336,367,PF07645.14,EGF_CA,Domain,1,28,42,29.0,8.3e-07,1,CL0001
AT4G31100.1,445,713,444,716,PF00069.24,Pkinase,Domain,2,259,264,161.0,3.3e-47,1,CL0016
AT4G16640.1,69,125,67,125,PF01471.17,PG_binding_1,Domain,4,57,57,41.8,8.7e-11,1,CL0244
AT4G16640.1,158,319,158,319,PF00413.23,Peptidase_M10,Domain,1,158,158,170.3,2.5e-50,1,CL0126
AT4G17718.1,6,55,1,55,PF07127.10,Nodulin_late,Family,7,54,54,33.1,4.7e-08,1,No_clan
AT4G21310.1,58,145,58,146,PF06749.11,DUF1218,Family,1,90,91,76.7,1.4e-21,1,No_clan
AT4G12980.1,90,195,90,195,PF04526.12,DUF568,Family,1,101,101,97.8,4.6e-28,1,No_clan
AT4G12980.1,221,345,220,349,PF03188.15,Cytochrom_B561,Family,2,130,137,29.0,8.8e-07,1,CL0328
AT4G27110.1,235,414,235,414,PF04833.14,COBRA,Family,1,165,165,189.4,3.9e-56,1,No_clan
AT4G28670.1,36,128,35,128,PF01657.16,Stress-antifung,Family,2,95,95,39.6,5.8e-10,1,No_clan
AT4G28670.1,143,235,142,235,PF01657.16,Stress-antifung,Family,2,95,95,41.7,1.2e-10,1,No_clan
AT4G28670.1,332,603,331,605,PF00069.24,Pkinase,Domain,2,260,264,168.7,1.4e-49,1,CL0016
AT4G13950.1,45,106,44,106,PF05498.10,RALF,Family,2,64,64,93.7,8.6e-27,1,No_clan
AT4G21250.1,2,170,1,171,PF01925.18,TauE,Family,93,235,236,62.7,3.6e-17,1,CL0292
AT4G21250.1,315,420,313,438,PF01925.18,TauE,Family,3,107,236,45.1,8.4e-12,1,CL0292
AT4G13340.1,72,105,67,105,PF08263.11,LRRNT_2,Family,7,41,41,26.4,5.9e-06,1,No_clan
AT4G20140.1,24,66,23,66,PF08263.11,LRRNT_2,Family,2,41,41,45.9,4.8e-12,1,No_clan
AT4G20140.1,88,131,75,131,PF13855.5,LRR_8,Repeat,18,61,61,28.4,9.3e-07,1,CL0022
AT4G20140.1,240,259,240,262,PF00560.32,LRR_1,Repeat,1,20,23,10.6,0.65,1,CL0022
AT4G20140.1,263,323,263,323,PF13855.5,LRR_8,Repeat,1,61,61,38.8,5.4e-10,1,CL0022
AT4G20140.1,505,564,504,564,PF13855.5,LRR_8,Repeat,2,61,61,32.8,4.1e-08,1,CL0022
AT4G20140.1,648,670,648,670,PF00560.32,LRR_1,Repeat,1,23,23,12.2,0.2,1,CL0022
AT4G20140.1,772,828,771,828,PF13855.5,LRR_8,Repeat,5,61,61,40.2,1.9e-10,1,CL0022
AT4G20140.1,956,1233,951,1236,PF00069.24,Pkinase,Domain,6,260,264,160.1,5.9e-47,1,CL0016
AT4G28780.1,33,343,32,344,PF00657.21,Lipase_GDSL,Family,2,199,200,52.5,5.4e-14,1,CL0264
AT4G18640.1,28,67,26,68,PF08263.11,LRRNT_2,Family,3,40,41,41.6,1.1e-10,1,No_clan
AT4G18640.1,119,140,119,142,PF00560.32,LRR_1,Repeat,1,22,23,9.5,1.5,1,CL0022
AT4G18640.1,397,647,394,647,PF07714.16,Pkinase_Tyr,Domain,14,260,260,69.3,2.9e-19,1,CL0016
AT4G04540.1,30,131,29,132,PF01657.16,Stress-antifung,Family,2,94,95,33.9,3.4e-08,1,No_clan
AT4G04540.1,157,250,148,251,PF01657.16,Stress-antifung,Family,10,94,95,42.4,7.9e-11,1,No_clan
AT4G04540.1,354,615,353,617,PF00069.24,Pkinase,Domain,2,258,264,171.5,2e-50,1,CL0016
AT4G32000.2,131,398,130,401,PF00069.24,Pkinase,Domain,2,260,264,165.5,1.4e-48,1,CL0016
AT4G32000.1,130,397,129,400,PF00069.24,Pkinase,Domain,2,260,264,165.5,1.3e-48,1,CL0016
AT4G04960.1,21,260,20,269,PF00139.18,Lectin_legB,Domain,2,239,250,218.1,1.2e-64,1,CL0004
AT4G04960.1,348,618,347,620,PF00069.24,Pkinase,Domain,2,260,264,166.2,8.3e-49,1,CL0016
AT4G14130.1,30,209,28,209,PF00722.20,Glyco_hydro_16,Domain,3,177,177,206.0,2.7e-61,1,CL0004
AT4G14130.1,247,284,239,284,PF06955.11,XET_C,Family,11,48,48,61.0,7e-17,1,CL0004
AT4G11720.1,281,327,281,328,PF10699.8,HAP2-GCS1,Domain,1,47,48,69.5,1.6e-19,1,No_clan
AT4G25790.1,79,198,79,198,PF00188.25,CAP,Domain,1,126,126,77.5,1.4e-21,1,CL0659
AT4G22900.1,26,325,25,325,PF06697.11,DUF1191,Family,2,269,269,317.1,7.5e-95,1,No_clan
AT4G10210.1,63,177,62,178,PF14365.5,Neprosin_AP,Family,2,117,118,77.0,1.4e-21,1,No_clan
AT4G10210.1,194,387,193,392,PF03080.14,Neprosin,Family,1,206,220,135.5,1.6e-39,1,No_clan
AT4G12480.1,85,168,84,168,PF14547.5,Hydrophob_seed,Domain,2,84,84,99.9,6.1e-29,1,CL0482
AT4G21260.1,264,364,263,382,PF01925.18,TauE,Family,8,107,236,45.8,5.3e-12,1,CL0292
AT4G13920.1,28,75,27,75,PF08263.11,LRRNT_2,Family,2,41,41,40.5,2.3e-10,1,No_clan
AT4G13920.1,105,117,103,118,PF13516.5,LRR_6,Repeat,3,15,24,11.4,0.26,1,CL0022
AT4G13920.1,153,172,151,175,PF13516.5,LRR_6,Repeat,3,21,24,11.4,0.24,1,CL0022
AT4G13920.1,179,237,178,238,PF13855.5,LRR_8,Repeat,2,60,61,28.4,9.4e-07,1,CL0022
AT4G13920.1,250,266,248,267,PF13516.5,LRR_6,Repeat,3,19,24,9.8,0.78,1,CL0022
AT4G13920.1,287,346,287,347,PF13855.5,LRR_8,Repeat,1,60,61,27.5,1.8e-06,1,CL0022
AT4G13920.1,594,654,592,654,PF13855.5,LRR_8,Repeat,3,61,61,27.9,1.4e-06,1,CL0022
AT4G13920.1,716,773,716,773,PF13855.5,LRR_8,Repeat,4,61,61,33.3,2.7e-08,1,CL0022
AT4G27300.1,74,181,73,182,PF01453.23,B_lectin,Domain,2,106,107,88.6,2.2e-25,1,No_clan
AT4G27300.1,214,324,214,324,PF00954.19,S_locus_glycop,Domain,1,111,111,105.9,1.4e-30,1,No_clan
AT4G27300.1,345,413,345,413,PF08276.10,PAN_2,Domain,1,66,66,77.6,5.4e-22,1,CL0168
AT4G27300.1,504,769,500,772,PF07714.16,Pkinase_Tyr,Domain,5,257,260,170.8,3.2e-50,1,CL0016
AT4G27300.1,775,815,774,815,PF11883.7,DUF3403,Family,3,47,47,30.3,3.1e-07,1,No_clan
AT4G14630.1,66,215,65,216,PF00190.21,Cupin_1,Domain,2,150,151,168.1,9e-50,1,CL0029
AT4G14276.1,40,92,40,92,PF10868.7,Defensin_like,Domain,1,50,50,59.0,5.5e-16,1,CL0054
AT4G12825.1,13,91,12,95,PF14368.5,LTP_2,Family,2,90,96,26.1,6.6e-06,1,CL0482
AT4G02320.1,32,166,20,167,PF04043.14,PMEI,Domain,29,153,154,58.3,9.8e-16,1,No_clan
AT4G02320.1,207,504,207,504,PF01095.18,Pectinesterase,Family,1,298,298,451.2,9.6e-136,1,CL0268
AT4G12910.1,39,494,39,494,PF00450.21,Peptidase_S10,Domain,1,419,419,491.6,2.4e-147,1,CL0028
AT4G23740.1,28,64,26,64,PF08263.11,LRRNT_2,Family,3,41,41,28.9,9.7e-07,1,No_clan
AT4G23740.1,84,129,82,129,PF13855.5,LRR_8,Repeat,16,61,61,30.0,2.9e-07,1,CL0022
AT4G23740.1,142,198,141,199,PF13855.5,LRR_8,Repeat,2,59,61,27.3,2.1e-06,1,CL0022
AT4G23740.1,340,602,337,604,PF00069.24,Pkinase,Domain,4,259,264,117.3,7e-34,1,CL0016
AT4G18760.1,236,296,236,296,PF13855.5,LRR_8,Repeat,1,61,61,44.5,8.6e-12,1,CL0022
AT4G09130.1,119,162,118,162,PF13639.5,zf-RING_2,Domain,2,44,44,52.2,5.3e-14,1,CL0229
AT4G29740.2,64,218,64,218,PF01565.22,FAD_binding_4,Domain,1,139,139,68.3,5.1e-19,1,CL0077
AT4G29740.2,250,523,250,523,PF09265.9,Cytokin-bind,Domain,1,281,281,356.9,6.9e-107,1,CL0277
AT4G29740.1,64,218,64,218,PF01565.22,FAD_binding_4,Domain,1,139,139,68.9,3.2e-19,1,CL0077
AT4G29740.1,250,428,250,428,PF09265.9,Cytokin-bind,Domain,1,184,281,207.6,2.2e-61,1,CL0277
AT4G30650.1,8,56,7,56,PF01679.16,Pmp3,Family,2,49,49,66.7,1.4e-18,1,No_clan
AT4G01630.1,63,151,63,151,PF03330.17,DPBB_1,Domain,1,83,83,82.3,2.1e-23,1,CL0199
AT4G01630.1,162,240,162,240,PF01357.20,Pollen_allerg_1,Domain,1,80,80,83.2,9.6e-24,1,No_clan
AT4G16500.1,35,116,35,117,PF16845.4,SQAPI,Domain,1,82,83,135.0,8e-40,1,CL0121
AT4G18596.1,35,120,35,124,PF01190.16,Pollen_Ole_e_I,Family,1,95,99,73.0,1.8e-20,1,No_clan
AT4G17910.1,268,393,268,393,PF06423.11,GWT1,Family,1,150,150,103.0,1.4e-29,1,No_clan
AT4G29360.1,27,345,27,345,PF00332.17,Glyco_hydro_17,Domain,1,309,309,321.6,5.4e-96,1,CL0058
AT4G29360.1,390,461,390,462,PF07983.12,X8,Domain,1,75,76,69.3,3.1e-19,1,No_clan
AT4G29360.2,27,345,27,345,PF00332.17,Glyco_hydro_17,Domain,1,309,309,321.9,4.2e-96,1,CL0058
AT4G29360.2,390,461,390,462,PF07983.12,X8,Domain,1,75,76,69.5,2.7e-19,1,No_clan
AT4G20820.1,86,221,84,223,PF01565.22,FAD_binding_4,Domain,3,137,139,103.4,7.5e-30,1,CL0077
AT4G20820.1,466,524,466,524,PF08031.11,BBE,Domain,1,46,46,70.9,6.3e-20,1,CL0277
AT4G11480.1,31,123,25,124,PF01657.16,Stress-antifung,Family,7,94,95,54.1,1.8e-14,1,No_clan
AT4G11480.1,153,234,145,236,PF01657.16,Stress-antifung,Family,14,93,95,31.8,1.6e-07,1,No_clan
AT4G11480.1,324,600,321,601,PF07714.16,Pkinase_Tyr,Domain,4,259,260,165.6,1.1e-48,1,CL0016
AT4G23270.1,30,126,29,127,PF01657.16,Stress-antifung,Family,2,94,95,74.1,1e-20,1,No_clan
AT4G23270.1,182,237,145,237,PF01657.16,Stress-antifung,Family,41,95,95,30.0,5.6e-07,1,No_clan
AT4G23270.1,330,598,328,598,PF07714.16,Pkinase_Tyr,Domain,5,260,260,173.4,5.1e-51,1,CL0016
AT4G03390.1,33,72,32,72,PF08263.11,LRRNT_2,Family,2,41,41,21.6,0.00019,1,No_clan
AT4G03390.1,488,759,485,759,PF07714.16,Pkinase_Tyr,Domain,4,260,260,146.4,8.6e-43,1,CL0016
AT4G27290.1,71,180,71,182,PF01453.23,B_lectin,Domain,1,105,107,106.1,8e-31,1,No_clan
AT4G27290.1,212,320,212,321,PF00954.19,S_locus_glycop,Domain,1,110,111,122.4,1.1e-35,1,No_clan
AT4G27290.1,342,409,342,409,PF08276.10,PAN_2,Domain,1,66,66,81.2,4.1e-23,1,CL0168
AT4G27290.1,467,734,465,737,PF07714.16,Pkinase_Tyr,Domain,3,257,260,177.7,2.3e-52,1,CL0016
AT4G29690.1,57,390,57,390,PF01663.21,Phosphodiest,Family,1,357,357,326.3,3e-97,1,CL0088
AT4G20830.1,87,223,87,225,PF01565.22,FAD_binding_4,Domain,1,136,139,85.4,2.7e-24,1,CL0077
AT4G20830.1,477,534,477,534,PF08031.11,BBE,Domain,1,46,46,76.3,1.3e-21,1,CL0277
AT4G20830.2,87,223,87,225,PF01565.22,FAD_binding_4,Domain,1,136,139,85.5,2.4e-24,1,CL0077
AT4G20830.2,477,534,477,534,PF08031.11,BBE,Domain,1,46,46,76.5,1.2e-21,1,CL0277
AT4G22666.1,20,107,11,107,PF14368.5,LTP_2,Family,5,96,96,55.5,4.4e-15,1,CL0482
AT4G22666.2,20,107,11,107,PF14368.5,LTP_2,Family,5,96,96,55.5,4.3e-15,1,CL0482
AT4G37160.1,37,150,36,152,PF07732.14,Cu-oxidase_3,Domain,2,117,119,135.9,5.7e-40,1,CL0026
AT4G37160.1,163,299,162,300,PF00394.21,Cu-oxidase,Domain,2,158,159,119.9,9.8e-35,1,CL0026
